"basic_unit_id","code","synonym","notes","region_id","continent_id","place","id","botanical_country_id"
"","2327","","including Ashmore-Cartier",29,5,"Western Australia",2034,353
574,"2326","","excluding Ashmore-Cartier",29,5,"Western Australia",2033,353
588,"2325","","",40,7,"West Virginia",2032,360
461,"1446","","",27,4,"Mindoro",1156,262
483,"2329","","",31,6,"Western Samoa",2036,282
586,"2328","","",6,2,"Western Sahara",2035,358
593,"1113","","",21,3,"Kamaran Is.",824,364
228,"484","","",31,6,"Banaba",199,119
475,"1112","","",5,1,"Kaluga",823,275
270,"1793","","",25,4,"Rajasthan",1500,137
341,"1443","Marcus I.","",33,6,"Minami Tori-shima",1153,184
249,"1030","","",38,7,"Idaho",741,135
210,"1114","Kabara","",31,6,"Kambara",825,106
113,"1117","Cambodia","",26,4,"Kampuchea",828,54
333,"1116","","",27,4,"Kamodo",827,176
163,"1292","","",50,8,"Los Lagos",1002,70
546,"1792","","",32,6,"Raivavae",1499,330
568,"1293","","",46,8,"Los Roques Is.",1003,348
504,"1290","Ontong Java","[Solomon Is.]",31,6,"Lord Howe I.",1000,300
534,"1563","","",51,9,"Nightingale I.",1270,320
499,"1980","","",8,2,"Sierra Leone",1687,296
490,"1296","","politically and geographically disputed - region 6 F is a compromise solution",26,4,"Louisa Reef",1006,288
438,"1297","","",27,4,"Louisiade Archipelago",1007,240
241,"1566","","",34,6,"Niihua",1273,129
279,"2259","","",16,3,"Ust-Ordinskiy Buryat",1966,141
"","2258","Regions 14 Eastern Europe, 30 Siberia, 31 Russian Far East, 32 Middle Asia, 33 Caucasus","split between areas 1 Europe and 3 Northern Asia of Kew system","","","U.S.S.R.",1965,""
"","2257","Alaska, Aleutian Is. and Regions 63 North-Central Pacific, 73 Northwestern U.S.A., 74 North-Central U.S.A., 75 Northeastern U.S.A., 76 Southwestern U.S.A., 77 South-Central U.S.A. and 78 Southeastern U.S.A.","","",7,"U.S.A.",1964,""
"","2256","Alaska, Aleutian Is. and Regions 63 North-Central Pacific, 73 Northwestern U.S.A., 74 North-Central U.S.A., 75 Northeastern U.S.A., 76 Southwestern U.S.A., 77 South-Central U.S.A. and 78 Southeastern U.S.A.","","",7,"United States of America",1963,""
"","2255","Great Britain and Northern Ireland","",1,1,"United Kingdom",1962,""
288,"1295","Sofu-gan","",24,3,"Lot's Wife",1005,147
235,"2253","","",21,3,"United Arab Emirates",1960,124
584,"2252","","[Caribbean] one of Grenadines of St.Vincent",46,8,"Union",1959,356
542,"2251","","[Pacific]",31,6,"Union Is.",1958,326
32,"2250","","",35,7,"Unimak I.",1957,11
477,"2477","","",5,1,"North European Russia",2172,277
476,"2476","","",5,1,"East European Russia",2171,276
123,"988","","",22,3,"Heilongjiang",699,60
123,"989","Heilongjiang","",22,3,"Heilungkiang",700,60
"","2473","","excluding Krym, including Moldova",5,1,"Ukraine",2168,339
63,"2471","Belarus","",5,1,"Belorussia",2167,34
66,"2470","Latvia","",5,1,"Latviya",2166,35
"","982","","",34,6,"Hawai'i",693,129
241,"983","","one of Hawai'ian Is.",34,6,"Hawai'i",694,129
260,"980","","",25,4,"Haryana",691,137
62,"981","Burkina","",8,2,"Haute Volta",692,33
245,"986","","External Territory of Australia",51,9,"Heard-McDonald Is.",697,131
128,"987","","",22,3,"Hebei",698,61
241,"984","","",34,6,"Hawai'ian Is.",695,129
245,"985","","",51,9,"Heard I.",696,131
54,"1790","","",46,8,"Ragged I.",1497,26
210,"1797","Rabi","",31,6,"Rambi",1504,106
514,"2079","Sumatera","",27,4,"Sumatra",1786,308
514,"2078","","",27,4,"Sumatera",1785,308
498,"2073","","",4,1,"Stromboli",1780,295
534,"2072","","",51,9,"Stoltenhoff I.",1779,320
504,"2071","","[Solomon Is.]",31,6,"Stewart Is.",1778,300
445,"2070","","[New Zealand]",30,5,"Stewart I.",1777,247
461,"2077","","",27,4,"Sulu Is.",1784,262
513,"2076","","",27,4,"Sulawesi",1783,307
352,"2075","","",27,4,"Sula Is.",1782,194
512,"2074","","",10,2,"Sudan",1781,306
361,"1796","","",33,6,"Ralik chain",1503,201
488,"1035","","",32,6,"Iles sous le Vent",746,287
361,"1389","","part of Trust Territory of Pacific Is. (United Nations Trust Territory administered by U.S.A.)",33,6,"Marshall Is.",1099,201
427,"1630","","part of Amami-shoto",24,3,"Okinoeraba-shima",1337,231
449,"1631","","",39,7,"Oklahoma",1338,251
482,"1632","","",31,6,"Olosega",1339,282
450,"1633","","",21,3,"Oman",1340,252
587,"1634","","",16,3,"Omsk",1341,359
228,"1635","","",31,6,"Onotoa",1342,119
451,"1636","","",37,7,"Ontario",1343,253
504,"1637","","",31,6,"Ontong Java",1344,300
446,"1638","Free State","",13,2,"Orange Free State",1345,248
568,"1639","","",46,8,"Orchila I.",1346,348
350,"1988","","",27,4,"Singapore",1695,192
513,"1989","Sangir Is.","",27,4,"Singihe Is.",1696,307
503,"568","","",31,6,"Buka",279,300
71,"569","","",27,4,"Bunguran Is.",280,38
"","560","Great Britain and Ireland","",1,1,"British Isles",271,""
505,"561","","",10,2,"British Somaliland",272,301
320,"562","","",46,8,"British Virgin Is.",273,172
70,"563","Brunei","",27,4,"Brunei Darussalem",274,38
475,"564","","",5,1,"Bryansk",275,275
3,"565","","",50,8,"Buenos Aires",276,3
504,"566","Santa Isabel","",31,6,"Bughotu",277,300
343,"567","","",7,2,"Bugio",278,186
65,"1188","Kaliningrad","",5,1,"Konigsberg",899,35
"","1189","","",24,3,"Korea",900,158
333,"1186","","",27,4,"Komba",897,176
477,"1187","","",5,1,"Komi",898,277
42,"1184","","",35,7,"Kodiak I.",895,20
293,"1185","","",17,3,"Komandor Is.",896,150
427,"1182","","",24,3,"Kobisho",893,231
273,"1183","","",25,4,"Koch Bihar",894,137
241,"1180","","",34,6,"Kittery I.",891,129
567,"1181","","",26,4,"Ko Way",892,347
426,"726","","self-governing I. of Netherlands Antilles",46,8,"Curaçao",437,230
298,"727","","",30,5,"Curtis I.",438,155
467,"724","","",46,8,"Culebra I.",435,268
219,"725","","",48,8,"Culpepper I.",436,113
187,"722","","",46,8,"Cuba",433,87
568,"723","","",46,8,"Cubagua",434,348
54,"720","","",46,8,"Crooked I.",431,26
184,"721","","",51,9,"Crozet Is.",432,84
332,"1744","East Timor","",27,4,"Portuguese Timor",1451,176
184,"1745","","",51,9,"Possession I.",1452,84
567,"1746","Con Son","",26,4,"Poulo Condore",1453,347
495,"1747","","",15,2,"Praslin I.",1454,293
36,"1740","","",12,2,"Portuguese Congo",1447,14
356,"1741","Mozambique","",12,2,"Portuguese East Africa",1448,197
232,"728","Kikladhes","",4,1,"Cyclades",439,123
189,"729","","",20,3,"Cyprus",440,89
545,"1164","","",32,6,"King George Is.",875,329
37,"1165","","part of Australian Antarctic Territory",52,9,"King George V Land",876,15
329,"1166","","",32,6,"Kingman Reef",877,174
228,"1167","","",31,6,"Kingsmill Is.",878,119
427,"1160","","part of Amami-shoto",24,3,"Kikai-shima",871,231
232,"1161","","",4,1,"Kikladhes",872,123
503,"1162","","",31,6,"Kilinailau",873,300
143,"1163","","",22,3,"Kin-Men",874,63
299,"1168","Kirgizistan","",18,3,"Kirgiziya",879,156
299,"1169","","",18,3,"Kirgizistan",880,156
386,"472","","",44,7,"Baja California",187,210
78,"48","","",4,1,"Bulgaria",46,43
62,"49","","",8,2,"Burkina",47,33
114,"46","","U.K. dependent territory comprising Chagos Archipelago",25,4,"British Indian Ocean Territory",44,55
70,"47","","",27,4,"Brunei",45,38
"","44","Region 84 Brazil","",49,8,"Brazil",42,""
37,"45","","U.K. dependent territory",52,9,"British Antarctic Territory",43,15
74,"42","","",13,2,"Botswana",40,39
503,"43","","part of Papua New Guinea",31,6,"Bougainville",41,300
"","40","","comprises Brunei, Kalimantan, Sabah, Sarawak",27,4,"Borneo",38,38
594,"41","Bosnia-Herzegovina","",4,1,"Bosnia",39,365
228,"1568","","",31,6,"Nikunau",1275,119
122,"1569","Ningxia","",22,3,"Ningshia Autonomous Region",1276,59
330,"1298","","",43,7,"Louisiana",1008,175
545,"1299","","",32,6,"Low Archipelago",1009,329
406,"1560","","",26,4,"Nicobar Is.",1267,218
423,"1561","","",8,2,"Niger",1268,228
422,"1562","","",8,2,"Nigeria",1269,227
568,"1291","","",46,8,"Los Hermanos Is.",1001,348
241,"1564","","",34,6,"Nihoa",1271,129
288,"1565","","",24,3,"Nii-jima",1272,147
568,"1294","","",46,8,"Los Testigos Is.",1004,348
462,"1567","","",31,6,"Nikumaroro",1274,263
37,"1713","","part of Ellsworth Land",52,9,"Peter I Oy",1420,15
517,"474","","",46,8,"Baja Nuevo",189,311
523,"1712","P'eng-hu Lieh-tao","",24,3,"Pescadores",1419,315
244,"475","","",31,6,"Baker I.",190,130
460,"1711","","",48,8,"Peru",1418,261
29,"1381","","one of Amirante group",15,2,"Marie Louise I.",1091,8
280,"1710","Iran","",20,3,"Persia",1417,142
462,"1717","","",31,6,"Phoenix Is.",1424,263
419,"1716","","",29,5,"Phillip I.",1423,225
461,"1715","","",27,4,"Philippines",1422,262
304,"1201","","",4,1,"Kriti",912,160
321,"1714","","",46,8,"Petite Terre, Isles de la",1421,172
336,"1366","","",36,7,"Manitoba",1076,179
462,"1367","","",31,6,"Manra",1077,263
540,"1364","","",31,6,"Manihiki Is.",1074,326
45,"1365","","",25,4,"Manipur",1075,22
545,"1362","","one of Gambier Is.",32,6,"Mangareva",1072,329
540,"1363","","",31,6,"Manihiki",1073,326
"","1360","","",22,3,"Manchuria",1070,60
172,"1361","","",32,6,"Mangaia",1071,77
331,"478","","",27,4,"Bali",193,176
418,"479","","",29,5,"Ball's Pyramid",194,225
435,"1368","","",35,7,"Mansel I.",1078,238
482,"1369","","",31,6,"Manu'a",1079,282
